patent_id,patent_type,patent_date,patent_title,patent_abstract,wipo_kind,num_claims,withdrawn,filename
4472728,utility,1984-09-18,Imaging X-ray spectrometer,"An X-ray spectrometer for providing imaging and energy resolution of an X-ray source comprised of a thick silicon wafer (10) having an embedded matrix or grid of aluminum completely through the wafer fabricated, for example, by thermal migration. The aluminum matrix defines the walls (16, 18) of a rectangular array of silicon X-ray detector cells (14) or ""pixels"". A thermally diffused aluminum electrode (20) is also formed centrally through each of the silicon cells (14) with biasing means (22, 26, 28) being connected to the aluminum cell walls (16, 18) and the centralized aluminum electrode (20) for causing lateral charge carrier depletion between the cell walls so that incident X-ray energy causes a photo-electric reaction within the silicon producing collectible charge carriers in the form of electrons which are collected and used for imaging.",A,11.0,0.0,pftaps19840918_wk38.zip
4474245,utility,1984-10-02,Collapsible fire fighting bucket," Collapsible fire fighting bucket is suspended from helicopter and filled from a lake. The bucket has a tubular extension with a discharge port extending from its bottom for dumping water onto the fire. The extension can be released from and withdrawn into the bucket by remote control, and a lip seal around the discharge port closes automatically to minimize leakage from the full bucket. Stiffeners in the side wall of the bucket adapt the bucket to the desired capacity without the use of conventional spill ports. ",A,16.0,0.0,pftaps19841002_wk40.zip
4494074,utility,1985-01-15,Feedback control, Headphones have a small cavity between the diaphragm and the ear canal with a microphone in the cavity closely adjacent to the diaphragm providing a feedback signal that is combined with the input electrical signal to be reproduced by the headphones to provide a combined signal that is power amplified for driving the diaphragm. ,A,7.0,0.0,pftaps19850115_wk03.zip
4528626,utility,1985-07-09,Microcomputer system with bus control means for peripheral processing devices," A microcomputer system includes a main processor, a memory and a direct memory access controller (DMA) effective to control direct data transfer between the memory and input/output devices on channels. Bus control for data transfer is switchable between the DMA and processor by a hold request/acknowledge handshaking sequence between the DMA and processor. A control line from the channels is activated by a peripheral processing device on a channel when it wishes to gain control of the busses for data transfer. Logic means coact with the handshaking sequence to determine which device gains control of the busses. This logic is responsive to the DMA address enable output (AEN), the hold acknowledge output of the main processor (HLDA) and the channel control line output (-MASTER). When all these are deactivated, control passes to the main processor, when AEN and HLDA only are activated, control passes to the DMA controller and, when all three are activated, control passes to the peripheral processing device. ",A,8.0,0.0,pftaps19850709_wk28.zip
4539507,utility,1985-09-03,Organic electroluminescent devices having improved power conversion efficiencies," Electroluminescent devices are disclosed comprising a hole-injecting zone and an adjacent organic luminescent zone, the device having a power conversion efficiency of at least 9.times.10.sup.-5 w/w and said zones having a combined thickness no greater than about 1 micron. ",A,9.0,0.0,pftaps19850903_wk36.zip
4575330,utility,1986-03-11,Apparatus for production of three-dimensional objects by stereolithography," A system for generating three-dimensional objects by creating a cross-sectional pattern of the object to be formed at a selected surface of a fluid medium capable of altering its physical state in response to appropriate synergistic stimulation by impinging radiation, particle bombardment or chemical reaction, successive adjacent laminae, representing corresponding successive adjacent cross-sections of the object, being automatically formed and integrated together to provide a step-wise laminar buildup of the desired object, whereby a three-dimensional object is formed and drawn from a substantially planar surface of the fluid medium during the forming process. ",A,47.0,0.0,pftaps19860311_wk10.zip
4591071,utility,1986-05-27,Squirt gun," A toy squirt gun which shoots a continuous high velocity stream of water. The squirt gun is configured as a structure facilitating partial filling with water leaving a void for compressed air. The squirt gun includes a nozzle for ejecting water at high velocity, a pressurization pump for compressing air into the gun to pressurize water contained therein, and a trigger actuated flow control valve for shooting the gun by controlling flow of pressurized water through the nozzle. A battery-powered oscillator circuit and a water flow powered sound generator produce futuristic space ray gun sound effects when the gun is shooting. ",A,9.0,0.0,pftaps19860527_wk21.zip
4599315,utility,1986-07-08,Microdroplet test apparatus," A microdroplet test apparatus for use in HLA typing. The apparatus is an improvement upon the well known Terasaki tray which is in use for determining HLA antigens by measuring lymphocyte cytotoxicity. The apparatus includes a tray having a plurality of microtest wells wherein the sides of the microtest wells are designed to promote localization of lymphocytes or other cells being tested at the microtest well bottom. The apparatus further includes a cover having either rods or tubes which extend down into the test solution present in the microtest well to thereby control the amount of test solution which is present in the cylindrical optical view path through which the test solution is viewed by microscope for test result measurements. This allows control of the amount of test solution in the optical view path in order to reduce the amount of solution which must be looked through when cells are being counted or alternatively, increasing the amount of test solution present in the view path in order to maximize detection when a colored reaction product in the test solution is being measured. ",A,4.0,0.0,pftaps19860708_wk27.zip
4606960,utility,1986-08-19,Process for making honeycomb sandwich panels," A process for making a honeycomb sandwich panel in a single furnace cycle which is particularly applicable to making a glass honeycomb sandwich panel as might be utilized in the construction of a glass mirror substrate. In one embodiment, lengths of glass tubing are sandwiched between glass faceplates. On heating to softening temperature, the faceplates are compressed between rigid plates until they are sealed against the open tube ends. Then the sealed tubes are inflated, or the external gas pressure decreased, so the tubes expand and seal also against each other. At the same time the softened faceplates are pressed against and conform to the shape of the rigid restraining plates. One way to achieve inflation of the tubes is with a gas manifold communicating through a hole in the back faceplate and into each tube. A pressure differential is maintained while the glass is cooled until it becomes rigid. ",A,23.0,0.0,pftaps19860819_wk33.zip
4623597,utility,1986-11-18,Rechargeable battery and electrode used therein," An improved battery utilizing a hydrogen rechargeable anode of a disordered non-equilibrium multicomponent material including one or more elements forming a host matrix and at least one modifier element incorporated therein. The anode is capable of electrochemically absorbing hydrogen from an electrolyte during application of a charging current thereto. The hydrogen is stored in the anode bulk until discharge is initiated, whereupon an electrical current is produced when the hydrogen is released. The superior battery of the invention has attained high density energy storage, efficient reversibility, high electrical efficiency, bulk hydrogen storage without structural change or poisoning and hence long cycle life and deep discharge capability. ",A,32.0,0.0,pftaps19861118_wk46.zip
4641349,utility,1987-02-03,Iris recognition system," Methods and apparatus are disclosed for identifying an eye, especially a human eye, on the basis of the visible features of the iris and pupil. The eye is first illuminated until the pupil reaches a predetermined size, at which an image of the iris and pupil is obtained. This image is then compared with stored image information for identification. The stored image information is previously obtained from an eye, the pupil of which was similarly brought to the same predetermined size. The illumination of the iris may include oblique illumination from several positions around the circumference of the iris. The illumination from each position may be relatively monochromatic, so that the resulting shadow will lack the color of the light source at that position, providing better contrast for elevation-depednent features. A system for performing iris recognition may include a processor which controls an illumination control circuit and a camera to obtain images at several predetermined sizes of the pupil. ",A,32.0,0.0,pftaps19870203_wk05.zip
4676586,utility,1987-06-30,Apparatus and method for performing laser material processing through a fiber optic," Pulse laser energy in the near infrared and visible spectrum is passed through a single fiber optic at power levels required for material and metal processing. A neodymium-YAG laser used in pulsed mode is coupled to the end of a quartz fiber optic which transmits peak powers in the kilowatt range. In order to transmit higher amounts of average power, a prepared fiber end allows beam coupling through core-air and core-cladding zones. The beam at the output of the fiber optic is focused to achieve power densities capable of cutting, drilling, and welding of metals etc. The main advantage is greater flexibility of laser beam manipulation. ",A,6.0,0.0,pftaps19870630_wk26.zip
4683202,utility,1987-07-28,Process for amplifying nucleic acid sequences," The present invention is directed to a process for amplifying any desired specific nucleic acid sequence contained in a nucleic acid or mixture thereof. The process comprises treating separate complementary strands of the nucleic acid with a molar excess of two oligonucleotide primers, and extending the primers to form complementary primer extension products which act as templates for synthesizing the desired nucleic acid sequence. The steps of the reaction may be carried out stepwise or simultaneously and can be repeated as often as desired. ",A,21.0,0.0,pftaps19870728_wk30.zip
4704583,utility,1987-11-03,Light amplifiers employing collisions to produce a population inversion," This application discloses light amplification apparatus in which population inversion is created in which energized particles collide with a lasing medium to create a population inversion. In the preferred embodiment the energized particles are atoms, ions, or molecules different than the lasing medium which are excited to a long-lived state above the ground state. Various materials usable in such light amplification apparatus are disclosed as well as means for passing light through an amplification region. ",A,15.0,0.0,pftaps19871103_wk44.zip
4708818,utility,1987-11-24,"Human immunodeficiency viruses associated with Acquired Immune Deficiency Syndrome (AIDS), a diagnostic method for AIDS and pre-AIDS, and a kit therefor"," Retroviruses associated with Acquired Immune Deficiency Syndrome (AIDS), including Lymphadenopathy Associated Virus (LAV), are isolated from the sera of patients afflicted with Lymphadenopathy Syndrome (LAS) or AIDS. LAV is a Human Immunodeficiency Virus (HIV). Viral extract, structural proteins and other fractions of the retrovirus immunologically recognize the sera of such patients. Immunological reaction is used to detect antibodies that specifically bind to antigenic sites of the retrovirus in samples of body fluids from patients with AIDS or risk of AIDS. A kit for in vitro assay of LAS or AIDS is provided. ",A,12.0,0.0,pftaps19871124_wk47.zip
4733665,utility,1988-03-29,"Expandable intraluminal graft, and method and apparatus for implanting an expandable intraluminal graft", An expandable intraluminal vascular graft is expanded within a blood vessel by an angioplasty balloon associated with a catheter to dilate and expand the lumen of a blood vessel. The graft may be a wire mesh tube. ,A,28.0,0.0,pftaps19880329_wk13.zip
4744360,utility,1988-05-17,Apparatus for ablating and removing cataract lenses," A method and apparatus for removing cataracts in which a flexible line preferably 1 mm or less in diameter is inserted through an incision into the anterior chamber until its end is adjacent the cataract. Coherent radiation, preferably at a frequency between 193 and 351 nm, is coupled to the cataract by an optical fiber in the line. An irrigation sleeve provided about the fiber and an aspiration sleeve extending partially around the irrigation sleeve conduct irrigating liquid to and remove ablated material from the anterior chamber and form with the optical fiber the flexible line. ",A,7.0,0.0,pftaps19880517_wk20.zip
4757128,utility,1988-07-12,High molecular weight polyanhydride and preparation thereof," High molecular weight polyanhydrides, defined as polyanhydrides having a molecular weight average greater than 20,000 or an intrinsic viscosity of greater than 0.3 dl/g in an organic solvent at room temperature, are formed by melt polycondensation of highly pure isolated prepolymers under optimized reaction conditions, particularly time and temperature with removal of the condensation product. Higher molecular weights are obtained by inclusion of a catalyst with the prepolymers in the melt polymerization. Catalysts used for transterification, ring opening polymerization and related polymerizations may be utilized. The high molecular weight polyanhydrides have improved physico-mechanical properties and are especially well suited for biomedical applications, particularly in controlled release devices for drug delivery. ",A,20.0,0.0,pftaps19880712_wk28.zip
4784135,utility,1988-11-15,Far ultraviolet surgical and dental procedures," A method and apparatus are described for photoetching organic biological matter without requiring heat as the dominant etching mechanism. Far-ultraviolet radiation of wavelengths less than 200 nm are used to selectively remove organic biological material, where the radiation has an energy fluence sufficiently great to cause ablative photodecomposition. Either continuous wave or pulse radiation can be used, a suitable ultraviolet light source being an ArF excimer laser having an output at 193 nm. The exposed biological material is ablatively photodecomposed without heating or damage to the rest of the organic material. Medical and dental applications include the removal of damaged or unhealthy tissue from bone, removal of skin lesions, cutting or sectioning healthy tissue, and the treatment of decayed teeth. ",A,21.0,0.0,pftaps19881115_wk46.zip
4799258,utility,1989-01-17,Apparatus and methods for granting access to computers,"When a computer user is granted access to certain capabilities of a computer he is often given a password signifying these capabilities. A problem arises in that unauthorized users may copy the password and so gain access to the capabilities. In the present invention an enciphered message relating to capabilities is stored in the tamper-resistant store of a circuit contained by a token. The store also holds the secret key of a public key encryption system so that the enciphered message and a distinctive message can be transformed (""signed"") using the secret key and passed to the computer. The corresponding public key may then be used by the computer to carry out an inverse transverse form and check the enciphered and distinctive messages against signals sent from the token. If this check is successful the required access is granted. Preferably the public key is part of the enciphered message, especially where the token grants access to a distributed or fragmented computer system, since this avoids the necessity of making public keys available throughout a computer system.",A,24.0,0.0,pftaps19890117_wk03.zip
4827064,utility,1989-05-02,High viscosity index synthetic lubricant compositions," Novel lubricant compositions comprising polyalphaolefins are disclosed having high viscosity indices with low pour point. The compositions are characterized by a uniform molecular structure with low branch ratios. The invention describes a liquid lubricant composition comprising C.sub.30 -C.sub.1300 hydrocarbons, said composition having a branch ratio of less than 0.19, weight average molecular weight between 300 and 45,000 number average molecular weight between 300 and 18,000, molecular weight distribution between 1 an 5 and pour point below -15.degree. C. 1-decene trimer comprising 9-methyl, 11-octylheneicosane and 11-octyldocosane is disclosed. ",A,27.0,0.0,pftaps19890502_wk18.zip
4827073,utility,1989-05-02,Process for manufacturing olefinic oligomers having lubricating properties," A process for oligomerizing alpha olefin to produce lubricant range hydrocarbon stock including the step of contacting said alpha olefin with a supported solid reduced Group VIB (e.g., chromium) catalyst under oligomerization conditions at a temperature of about 90.degree. to 250.degree. C. to produce liquid lubricant hydrocarbon. The product comprises the polymeric residue of linear C.sub.6 -C.sub.20 1-alkenes, said composition having a branch ratio of less than 0.19. The weight average molecular weight is between 420 and 45,000, number average molecular weight between 420 and 18,000, molecular weight distribution between 1 and 5 and pour point below -15.degree. C. The hydrogenated lubricant range hydrocarbon product has viscosity index of about 130 to 280 and viscosity up to about 750 cS. The process is particularly useful where the starting alpha olefin consists essentially of olefinic hydrocarbon having 8 to 14 carbon atoms or mixtures thereof; wherein the process conditions include reaction temperature of about 100.degree. to 180.degree.; and wherein the support catalyst includes porous inert silica. ",A,20.0,0.0,pftaps19890502_wk18.zip
4870302,utility,1989-09-26,Configurable electrical circuit having configurable logic elements and configurable interconnects, A configurable logic array comprises a plurality of configurable logic elements variably interconnected in response to control signals to perform a selected logic function. Each configurable logic element in the array is in itself capable of performing any one of a plurality of logic functions depending upon the control information placed in the configurable logic element. Each configurable logic element can have its function varied even after it is installed in a system by changing the control information placed in that element. Structure is provided for storing control information and providing access to the stored control information to allow each configurable logic element to be properly configured prior to the initiation of operation of the system of which the array is a part. Novel interconnection structures are provided to facilitate the configuring of each logic element. ,A,29.0,0.0,pftaps19890926_wk39.zip
4893886,utility,1990-01-16,Non-destructive optical trap for biological particles and method of doing same, Biological particles are successfully trapped in a single-beam gradient force trap using an infrared laser. The high numerical aperture lens objective in the trap is also used for simultaneous viewing. Several modes of trapping operation are presented. ,A,5.0,0.0,pftaps19900116_wk03.zip
4901221,utility,1990-02-13,Graphical system for modelling a process and associated method," A method for programming a computer system having a display console for displaying images to control at least one of a virtual instrument and an instrument by the steps of displaying on the screen at least one first function-icon that references at least one first control module for controlling at least one first function; displaying on the screen at least one iteration-icon that references iteration control module for controlling multiple iterations of data flow; displaying on the screen at least one first input variable-icon that references at least one first input variable; displaying on the screen at least one first output variable-icon that references at least one first output variable; and assembling on the screen a first acyclic data flow diagram including the at least one first function-icon and the at least one iteration-icon and the at least one first input variable-icon and the at least one first output variable-icon, such that the diagram displays a first procedure for producing at least one value for the at least one first output variable-icon from at least one value for the at least one first input variable-icon, and such that the at least one iteration-icon in the diagram indicates multiple iterations of the at least one first function in the course of the first procedure. ",A,125.0,0.0,pftaps19900213_wk07.zip
4901307,utility,1990-02-13,Spread spectrum multiple access communication system using satellite or terrestrial repeaters," A multiple access, spread spectrum communication system and method for providing high capacity communications to, from, or between a plurality of system users, using code-division-spread-spectrum communication signals. The communication system uses means for providing marginal isolation between user communication signals. The marginal isolation is provided by generating simultaneous multiple steerable beams; using an omni-directional antenna with polarization enhancement; using power control devices to adjust the output power for user generated communication signals either in response to their input activity level, or in accordance with a minimum allowable power for maintaining a communication link. The communication system can also employ a means for transmitting a predetermined pilot chip sequence contiguous with the code-division-spread-spectrum communication signals. In further embodiments the communication system employs a plurality of user terminals linked to each other or to other services through one or more terrestrial or satellite repeaters. Multiple satellite repeaters are operable in a new communication mode to obtain further gains in signal isolation. ",A,46.0,0.0,pftaps19900213_wk07.zip
4925572,utility,1990-05-15,Device and method for depletion of the leukocyte content of blood and blood components," Devices for the depletion of leukocytes in blood products, preferably comprising an upstream porous element including means for removal of gels, at least one intermediate porous element including means for removal of microaggregates, and a downstream element including means for removal of leukocytes by both adsorption and filtration, preferably with at least one of the elements having been modified to a CWST in excess of 53 dynes/cm. ",A,70.0,0.0,pftaps19900515_wk20.zip
4969028,utility,1990-11-06,Gate enhanced rectifier, A high power semiconductor rectifier is constructed so that the rectifier is normally off and can be switched on by applying a bias signal to a gate of a metal-insulator-semiconductor structure monolithically integrated with the rectifier in such a manner as to induce a conducting channel between the anode and cathode of the rectifier. The device has both forward and reverse blocking capability and a low forward voltage drop when in the conducting state. The device has a very high turn-off gain and both high dV/dt and di/dt capabilities. ,A,30.0,0.0,pftaps19901106_wk45.zip
4970663,utility,1990-11-13,Method and apparatus for manipulating digital video data," Disclosed is a digital data processing system for scanning, compressing, storing, decompressing, and displaying digital video data, e.g., full motion video sequences such as those from a color television sequence or still photographs, in real time, e.g., at a rate of 30 frames per second for full motion video. The system operates in a personal computer environment, e.g., Macintosh II, using commonly available microprocessors, filing system, and display units. ",A,6.0,0.0,pftaps19901113_wk46.zip
4988299,utility,1991-01-29,Implant fixture for tooth prosthesis," A fixture intended for implanting and anchoring in bone tissue, particularly in bone tissue of the jaw, to support a prosthesis such as the crown of a tooth. The fixture has at least a surface layer of material compatible with the tissue, such as titanium. The fixture comprises a lower shaft portion with external threading and an upper, smooth, neck portion. The lower portion is arranged to be screwed into a hole drilled in the bone tissue. The diameter of the hole is substantially in agreement with the core diameter of the shaft portion. The diameter of the neck portion lies within the interval between the outer diameter of the thread on the shaft portion and the core diameter of the shaft portion. The neck portion has an axial length exceeding the settlement in bone level which normally occurs upon use of the fixture. ",A,10.0,0.0,pftaps19910129_wk05.zip
5046022,utility,1991-09-03,Tele-autonomous system and method employing time/position synchrony/desynchrony," Systems and methods for performing tele-operations with the active assistance and supervision of a cognitive agent, such as a human being, who generates a future path plan in real time for immediate use by an automated on-line controlled agent, such as a work robot or other manipulator, are disclosed. The systems and methods may employ a visual display to present images of the controlled agent, of a foward simulation of the controlled agent, and of the future path plan being generated to enable a human operator to assess and control the on-going activity. The system simultaneously operates the controlled agent and produces the forward simulation and path plan, all under real time conditions. The cognitive agent, display and forward simulation equipment may be at one location and the controlled agent and its controller at another remote location. The forward simulation may be selectively operated in one of three modes: a time-and-position synchronized mode, a position-synchronized, time-desynchronized mode, and a mode where neither time nor position are synchronized with the controlled agent. The desynchronization of time and of position of the forward simulation with respect to the controlled agent is accomplished by use of a time clutch and a position clutch. The forward simulation can also be reversed through the use of a time brake, and the time ratio between the forward simulation time and real time can be adjusted. Finally, a method for transferring active control of functioning autonomously-operated equipment from one cognitive agent to another cognitive agent under real time conditions is disclosed. ",A,29.0,0.0,pftaps19910903_wk36.zip
5061049,utility,1991-10-29,Spatial light modulator and method," An electrostatically deflectable beam spatial light modulator with the beams (30), address electrodes (42, 46), and landing electrodes (40, 41) to provide soft-landing of the beams on the landing electrodes (40, 41) which gives uniform large-angle deflection plus high reliability. ",A,28.0,0.0,pftaps19911029_wk44.zip
5077210,utility,1991-12-31,Immobilization of active agents on substrates with a silane and heterobifunctional crosslinking agent," Active agents such as proteins are covalently immobilized on substrates carrying hydroxyl groups. A silane is bound to the substrate and coupled to a heterobifunctional crosslinker at one functional group leaving a free functional group, different than the first group, to which a protein is bound while retaining high protein functionality. Preferably, the silane has a functional group which reacts with the hydroxyl group of the substrate and a thiol terminal group which reacts with a functional group of a heterobifunctional crosslinking agent which contains a succinimide group that reacts with an amino group of the active agent. Bound active agents such as proteins are useful as biosensors or reactants in a variety of applications including bioassays. ",A,27.0,0.0,pftaps19911231_wk53.zip
5081992,utility,1992-01-21,Method for calculating localized magnetic resonance spectra from a small number of spatially-encoded spectroscopic signals, An MR imaging study precedes an MR spectroscopic study. Structural information from the imaging study is combined with MR spectra from the spectroscopic study to produce localized MR spectra. ,A,8.0,0.0,pftaps19920121_wk03.zip
5086428,utility,1992-02-04,Reliable broadcast of information in a wide area network," A method and apparatus for creating and managing databases in routers of a routing network. The databases store link state packets, each packet being originated by nodes in the network, and transmitted to other nodes through the network. Each packet contains data identifying its originating node, a sequence number in a linear space indicating its place in the sequence of packets generated by its originating node, and an age value indicating the time remaining before it expires. The contents of the databases are updated by newly received packets. In addition, the nodes themselves are reset if the packets currently in the network have later sequence numbers than new packets. Also, a mechanism is provided to purge the databases of packets from a given router by issuing a purging packet. ",A,21.0,0.0,pftaps19920204_wk05.zip
5102853,utility,1992-04-07,Three-way catalyst for automotive emission control," A three-way catalyst for automotive emission control having a mechanical carrier having a support comprised substantially of alumina, a catalytic compound supported on said carrier having a major constituent of palladium, and a discontinuous phase of titanium oxide on or adjacent substantially each exposed particle of the catalytic compound. A method of making a three-way catalyst for automotive emission control, comprising: impregnating with palladium a mechanical carrier having a support comprised substantially of alumina to produce a composite having 0.05-5.0% palladium; and impregnating the composite with an organo-titanium compound and decomposing such impregnated compound to form a discontinuous titanium oxide phase on or adjacent the exposed portions of said composite. ",A,19.0,0.0,pftaps19920407_wk14.zip
5103459,utility,1992-04-07,System and method for generating signal waveforms in a CDMA cellular telephone system," A system and method for communicating information signals using spread spectrum communication techniques. PN sequences are constructed that provide orthogonality between the users so that mutual interference will be reduced, allowing higher capacity and better link performance. With orthogonal PN codes, the cross-correlation is zero over a predetermined time interval, resulting in no interference between the orthogonal codes, provided only that the code time frames are time aligned with each other. In an exemplary embodiment, signals are communicated between a cell-site and mobile units using direct sequence spread spectrum communication signals. In the cell-to-mobile link, pilot, sync, paging and voice channels are defined. Information communicated on the cell-to-mobile link channels are, in general, encoded, interleaved, bi-phase shift key (BPSK) modulated with orthogonal covering of each BPSK symbol along with quadrature phase shift key (QPSK) spreading of the covered symbols. In the mobile-to-cell link, access and voice channels are defined. Information communicated on the mobile-to-cell link channels are, in general, encoded, interleaved, orthogonal signalling along with QPSK spreading. ",A,49.0,0.0,pftaps19920407_wk14.zip
5132826,utility,1992-07-21,Ferroelectric liquid crystal tunable filters and color generation, Discretely and continuously tunable filers emplying FLC cells are provided. Exemplary discretely tunable filters employ bistable smectic C* FLC cells. Exemplary continuously tunable filters employ smectic A* FLC cells. Single or multiple stage filters are provided. Blocking filters useful for color generation are also provided. The FLC filters provided can be temporally multiplexed. ,A,40.0,0.0,pftaps19920721_wk29.zip
5171534,utility,1992-12-15,Automated DNA sequencing technique, A system for the electrophoretic analysis of DNA fragments produced in DNA sequencing operations comprising: a source of chromophore or fluorescent tagged DNA fragments; a zone for contacting an electrophoresis gel; means for introducing said tagged DNA fragments to said zone; and photometric means for monitoring said tagged DNA fragments as they move through said gel. ,A,7.0,0.0,pftaps19921215_wk50.zip
5181198,utility,1993-01-19,Coordinated transmission for two-pair digital subscriber lines," A communication system for coordinated transmission of signals from two data sources over a pair of transmission lines includes a central office transceiver and a remote transceiver terminating the corresponding ends of the pair of transmission lines. Each transceiver includes a transmitter with a complementary receiver. The signal amplitudes propagated on the lines are related to each other according to a prescribed relation that effects enhanced signal-to-noise ratio. The transmitter includes a set of amplification factors determined by the prescribed relation; similarly, the receiver also includes two sets of amplication factors to perform the dual to the transmitter operation. The transmitter incorporates a two-dimensional generalization to a conventional echo canceler, namely, an implementation to cancel both echo and near-end crosstalk interfering components. Also, the receiver incorporates a two-dimensional generalization to a conventional decision feedback equalizer, namely, an implementation to cancel both pre-cursor and post-cursor intersymbol interference as well as far-end crosstalk. ",A,14.0,0.0,pftaps19930119_wk03.zip
5194299,utility,1993-03-16,Repositionable pressure-sensitive adhesive sheet material," Pressure-sensitive adhesive sheet material having the ability to be applied to paper and removed therefrom without lifting fibers or delaminating the paper. The otherwise conventional pressure-sensitive adhesive is applied to the backing by spraying, resulting in a non-repetitive pattern of adhesive islands. ",A,5.0,0.0,pftaps19930316_wk11.zip
5290393,utility,1994-03-01,Crystal growth method for gallium nitride-based compound semiconductor, Crystals of a gallium nitride-based compound semiconductor are grown on the surface of a buffer layer represented by formula Ga.sub.X Al.sub.1-X N (0<.times..ltoreq.1). The crystallinity of the gallium nitride-based compound semiconductor grown on the surface of the buffer layer can be drastically improved. ,A,16.0,0.0,pftaps19940301_wk09.zip
5291560,utility,1994-03-01,Biometric personal identification system based on iris analysis,"A system for rapid and automatic identification of persons, with very high reliability and confidence levels. The iris of the eye is used an optical fingerprint, having a highly detailed pattern that is unique for each individual and stable over many years. Image analysis algorithms find the iris in a live video image of a person's face, and encode its texture into a compact signature, or ""iris code."" Iris texture is extracted from the image at multiple scales of analysis by a self-similar set of quadrature (2-D Gabor) bandpass filters defined in a dimensionless polar coordinate system. The sign of the projection of many different parts of the iris onto these multi-scale quadrature filters, determines each bit in an abstract (256-byte) iris code. The degrees-of-freedom in this code are based on the principle forms of variation in a population of irises studied. Because of the universal mathematical format and constant length of the iris codes, comparisons between them are readily implemented by the Exclusive-OR (XOR) logical operation. Pattern recognition is achieved by combining special signal processing methods with statistical decision theory, leading to a statistical test of independence based on a similarity metric (the Hamming distance) that is computed from the XOR of any two iris codes. This measure positively establishes, confirms, or disconfirms, the identity of any individual. It also generates an objective confidence level associated with any such identification decision.",A,21.0,0.0,pftaps19940301_wk09.zip
5297148,utility,1994-03-22,Flash eeprom system," A system of Flash EEprom memory chips with controlling circuits serves as non-volatile memory such as that provided by magnetic disk drives. Improvements include selective multiple sector erase, in which any combinations of Flash sectors may be erased together. Selective sectors among the selected combination may also be de-selected during the erase operation. Another improvement is the ability to remap and replace defective cells with substitute cells. The remapping is performed automatically as soon as a defective cell is detected. When the number of defects in a Flash sector becomes large, the whole sector is remapped. Yet another improvement is the use of a write cache to reduce the number of writes to the Flash EEprom memory, thereby minimizing the stress to the device from undergoing too many write/erase cycling. ",A,4.0,0.0,pftaps19940322_wk12.zip
5345599,utility,1994-09-06,Increasing capacity in wireless broadcast systems using distributed transmission/directional reception (DTDR)," A method and apparatus for increasing the capacity of wireless broadcast communications system from a central studio to a plurality of users in a service area is disclosed. Given a source signal whose high information rate exceeds the practical information carrying capacity of the available broadcast channel bandwidth, the invention increases the effective capacity of the broadcast system to effectively communicate such a source signal. The high-rate signal is split into several low-rate signals such that each can be accommodated within the allocated bandwidth. These low-rate signals are transmitted from spatially separated transmitters, all radiating into the service area in the same frequency channel. Each receiver uses a plurality of antennas to receive these multiple cochannel signals that arrive from different directions-of-arrival. The receiver exploits the directions-of-arrival differences of these cochannel signals to separate them into the individually transmitted signals. The separated signals are then demodulated to extract the information signals which are then combined to obtain the original high-rate source signal. Thus, the broadcast information capacity can be increased several-fold. ",A,4.0,0.0,pftaps19940906_wk36.zip
5389472,utility,1995-02-14,Preparation of silver vanadium oxide cathodes using AG (O) and V.sub.2 O.sub.5 as starting materials," A method for preparing a cathode having as active material silver vanadium oxide formed by chemical addition, reaction or otherwise intimate contact of elemental silver and a vanadium-containing compound present in an anhydrous mixture, is described. The present invention provides alternate preparation techniques for improving chemical control in the formation of a cathode for incorporation into an electrochemical cell. ",A,20.0,0.0,pftaps19950214_wk07.zip
5413908,utility,1995-05-09,Method of characterizing genomic DNA by reference to a genetic variable,"It has been a problem that the identification of genomic DNA by restriction fragment length polymorphisms is limited, owing to the low level of genetic variation ordinarily detectable by cloned DNA in this method. The invention provides for improved identification by making use of the existence of DNA regions of hypervariability, otherwise called minisatellite regions in which the DNA contains tandem repeats or quasi-block copolymer sequences and the number of repeats or copolymer units varies considerably from one individual to another. It has now been found that many such regions can be probed simultaneously in such a way as to display this variability using a DNA or other polynucleotide probe of which the essential constituent is a short core sequence tandemly repeated at least 3 and preferably at least 10 times. The probing reveals differences in genomic DNA at multiple highly-polymorphic minisatellite regions to produce an individual-specific DNA ""fingerprint"" of general use for genetic identification purposes. The ""core"" used is typically a sequence of 6 to 16 nucleotides contained in or having a high degree of homology with a nucleotide sequence of formula GGAGGTGGGCAGGAXG (2) in which X is A or G, or AGAGGTGGGCAGGTGG (3) or GGAGGYGGGCAGCAGG (4) in which Y is C or T, or with a 12-15 nucleotide sequence of formula T(C).sub.m GGAGGAXGG(G).sub.p C (5A) or T(C).sub.m GGAGGA(A).sub.q GGGC (5B) in which X is A or G, M is 0, 1 or 2, p is 0 or 1, and q is 0 or 1, or GPGGGCWGGWXG (6) in which X is as above, P is not G, and W=A or G. The invention is particularly useful in paternity and maternity testing, forensic medicine and the diagnosis of genetic diseases and cancer.",A,6.0,0.0,pftaps19950509_wk19.zip
