breakdown-code,not-allocatable,level,additional-only,sort-key,date-revised,status,classification_symbol,class_title,link-file,definition-exists
false,true,5,false,B25J,2018-08-01,published,B25J,MANIPULATORS;CHAMBERS PROVIDED WITH MANIPULATION DEVICES ,cpc-scheme-B25J.xml,true
false,true,5,false,B26B,2018-08-01,published,B26B,HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR ,cpc-scheme-B26B.xml,true
false,true,5,false,B26D,2018-08-01,published,B26D,"CUTTING;DETAILS COMMON TO MACHINES FOR PERFORATING, PUNCHING, CUTTING-OUT, STAMPING-OUT OR SEVERING ",cpc-scheme-B26D.xml,true
false,true,5,false,B26F,2018-08-01,published,B26F,PERFORATING;PUNCHING;CUTTING-OUT;STAMPING-OUT;SEVERING BY MEANS OTHER THAN CUTTING ,cpc-scheme-B26F.xml,true
false,true,5,false,B27B,2019-08-01,published,B27B,SAWS FOR WOOD OR SIMILAR MATERIAL;COMPONENTS OR ACCESSORIES THEREFOR ,cpc-scheme-B27B.xml,true
false,true,5,false,B27C,2018-08-01,published,B27C,"PLANING, DRILLING, MILLING, TURNING OR UNIVERSAL MACHINES FOR WOOD OR SIMILAR MATERIAL ",cpc-scheme-B27C.xml,true
false,true,5,false,B27D,2018-08-01,published,B27D,WORKING VENEER OR PLYWOOD ,cpc-scheme-B27D.xml,true
false,true,5,false,B27F,2018-08-01,published,B27F,DOVETAILED WORK;TENONS;SLOTTING MACHINES FOR WOOD OR SIMILAR MATERIAL;NAILING OR STAPLING MACHINES ,cpc-scheme-B27F.xml,true
false,true,5,false,B27G,2024-05-01,published,B27G,ACCESSORY MACHINES OR APPARATUS FOR WORKING WOOD OR SIMILAR MATERIALS;TOOLS FOR WORKING WOOD OR SIMILAR MATERIALS ;SAFETY DEVICES FOR WOOD WORKING MACHINES OR TOOLS,cpc-scheme-B27G.xml,true
false,true,5,false,B27H,2018-08-01,published,B27H,BENDING WOOD OR SIMILAR MATERIAL;COOPERAGE;MAKING WHEELS FROM WOOD OR SIMILAR MATERIAL,cpc-scheme-B27H.xml,true
false,true,5,false,B27J,2018-08-01,published,B27J,"MECHANICAL WORKING OF CANE, CORK, OR SIMILAR MATERIALS",cpc-scheme-B27J.xml,true
false,true,5,false,B27K,2018-08-01,published,B27K,"PROCESSES, APPARATUS OR SELECTION OF SUBSTANCES FOR IMPREGNATING, STAINING, DYEING, BLEACHING OF WOOD OR SIMILAR MATERIALS, OR TREATING OF WOOD OR SIMILAR MATERIALS WITH PERMEANT LIQUIDS, NOT OTHERWISE PROVIDED FOR ;CHEMICAL OR PHYSICAL TREATMENT OF CORK, CANE, REED, STRAW OR SIMILAR MATERIALS",cpc-scheme-B27K.xml,true
false,true,5,false,B27L,2018-08-01,published,B27L,"REMOVING BARK OR VESTIGES OF BRANCHES ;SPLITTING WOOD;MANUFACTURE OF VENEER, WOODEN STICKS, WOOD SHAVINGS, WOOD FIBRES OR WOOD POWDER",cpc-scheme-B27L.xml,false
false,true,5,false,B27M,2018-08-01,published,B27M,WORKING OF WOOD NOT PROVIDED FOR IN SUBCLASSES ; - ;MANUFACTURE OF SPECIFIC WOODEN ARTICLES,cpc-scheme-B27M.xml,false
false,true,5,false,B27N,2018-08-01,published,B27N,"MANUFACTURE BY DRY PROCESSES OF ARTICLES, WITH OR WITHOUT ORGANIC BINDING AGENTS, MADE FROM PARTICLES OR FIBRES CONSISTING OF WOOD OR OTHER LIGNOCELLULOSIC OR LIKE ORGANIC MATERIAL ",cpc-scheme-B27N.xml,true
false,true,5,false,B28B,2024-01-01,published,B28B,"SHAPING CLAY OR OTHER CERAMIC COMPOSITIONS;SHAPING SLAG;SHAPING MIXTURES CONTAINING CEMENTITIOUS MATERIAL, e.g. PLASTER ",cpc-scheme-B28B.xml,true
false,true,5,false,B28C,2018-08-01,published,B28C,"PREPARING CLAY;PRODUCING MIXTURES CONTAINING CLAY OR CEMENTITIOUS MATERIAL, e.g. PLASTER ",cpc-scheme-B28C.xml,true
false,true,5,false,B28D,2018-08-01,published,B28D,WORKING STONE OR STONE-LIKE MATERIALS,cpc-scheme-B28D.xml,true
false,true,5,false,B29B,2018-08-01,published,B29B,PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPED;MAKING GRANULES OR PREFORMS;RECOVERY OF PLASTICS OR OTHER CONSTITUENTS OF WASTE MATERIAL CONTAINING PLASTICS,cpc-scheme-B29B.xml,true
false,true,5,false,B29C,2018-08-01,published,B29C,"SHAPING OR JOINING OF PLASTICS;SHAPING OF MATERIAL IN A PLASTIC STATE, NOT OTHERWISE PROVIDED FOR;AFTER-TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING ",cpc-scheme-B29C.xml,true
false,true,5,false,B29D,2018-08-01,published,B29D,PRODUCING PARTICULAR ARTICLES FROM PLASTICS OR FROM SUBSTANCES IN A PLASTIC STATE ,cpc-scheme-B29D.xml,true
false,true,5,false,B29K,2019-02-01,published,B29K,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ;, ; OR ;, RELATING TO MOULDING MATERIALS OR TO MATERIALS FOR ; REINFORCEMENTS, FILLERS OR PREFORMED PARTS, e.g. INSERTS",cpc-scheme-B29K.xml,true
false,true,5,false,B29L,2013-01-01,published,B29L,"INDEXING SCHEME ASSOCIATED WITH SUBCLASS ;, RELATING TO PARTICULAR ARTICLES",cpc-scheme-B29L.xml,true
false,true,5,false,B30B,2018-08-01,published,B30B,PRESSES IN GENERAL ,cpc-scheme-B30B.xml,true
false,true,5,false,B31B,2017-08-01,published,B31B,"MAKING CONTAINERS OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER ",cpc-scheme-B31B.xml,true
false,true,5,false,B31C,2017-08-01,published,B31C,"MAKING WOUND ARTICLES, e.g. WOUND TUBES, OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER",cpc-scheme-B31C.xml,true
false,true,5,false,B31D,2017-08-01,published,B31D,"MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER, NOT PROVIDED FOR IN SUBCLASSES ; OR ; ",cpc-scheme-B31D.xml,true
false,true,5,false,B31F,2017-08-01,published,B31F,"MECHANICAL WORKING OR DEFORMATION OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER ",cpc-scheme-B31F.xml,true
false,true,5,false,B32B,2021-01-01,published,B32B,"LAYERED PRODUCTS, i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT, e.g. CELLULAR OR HONEYCOMB, FORM",cpc-scheme-B32B.xml,true
false,true,5,false,B33Y,2021-02-01,published,B33Y,"ADDITIVE MANUFACTURING, i.e. MANUFACTURING OF THREE-DIMENSIONAL [3-D] OBJECTS BY ADDITIVE DEPOSITION, ADDITIVE AGGLOMERATION OR ADDITIVE LAYERING, e.g. BY 3-D PRINTING, STEREOLITHOGRAPHY OR SELECTIVE LASER SINTERING",cpc-scheme-B33Y.xml,true
false,true,5,false,B41B,2018-08-01,published,B41B,"MACHINES OR ACCESSORIES FOR MAKING, SETTING, OR DISTRIBUTING TYPE;TYPE;PHOTOGRAPHIC OR PHOTOELECTRIC COMPOSING DEVICES ",cpc-scheme-B41B.xml,true
false,true,5,false,B41C,2018-08-01,published,B41C,PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACES ,cpc-scheme-B41C.xml,true
false,true,5,false,B41D,2018-08-01,published,B41D,APPARATUS FOR THE MECHANICAL REPRODUCTION OF PRINTING SURFACES FOR STEREOTYPE PRINTING;SHAPING ELASTIC OR DEFORMABLE MATERIAL TO FORM PRINTING SURFACES ,cpc-scheme-B41D.xml,true
false,true,5,false,B41F,2018-08-01,published,B41F,PRINTING MACHINES OR PRESSES ,cpc-scheme-B41F.xml,true
false,true,5,false,B41G,2018-08-01,published,B41G,"APPARATUS FOR BRONZE PRINTING, LINE PRINTING, OR FOR BORDERING OR EDGING SHEETS OR LIKE ARTICLES;AUXILIARY FOR PERFORATING IN CONJUNCTION WITH PRINTING ",cpc-scheme-B41G.xml,true
false,true,5,false,B41J,2023-08-01,published,B41J,"TYPEWRITERS;SELECTIVE PRINTING MECHANISMS, i.e. MECHANISMS PRINTING OTHERWISE THAN FROM A FORME;CORRECTION OF TYPOGRAPHICAL ERRORS",cpc-scheme-B41J.xml,true
false,true,5,false,B41K,2018-08-01,published,B41K,STAMPS;STAMPING OR NUMBERING APPARATUS OR DEVICES ,cpc-scheme-B41K.xml,true
false,true,5,false,B41L,2021-01-01,published,B41L,"APPARATUS OR DEVICES FOR MANIFOLDING, DUPLICATING OR PRINTING FOR OFFICE OR OTHER COMMERCIAL PURPOSES;ADDRESSING MACHINES OR LIKE SERIES-PRINTING MACHINES ",cpc-scheme-B41L.xml,true
false,true,5,false,B41M,2018-08-01,published,B41M,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES;COLOUR PRINTING, ",cpc-scheme-B41M.xml,true
false,true,5,false,B41N,2019-05-01,published,B41N,"PRINTING PLATES OR FOILS ;MATERIALS FOR SURFACES USED IN PRINTING MACHINES FOR PRINTING, INKING, DAMPING, OR THE LIKE;PREPARING SUCH SURFACES FOR USE AND CONSERVING THEM",cpc-scheme-B41N.xml,true
false,true,5,false,B41P,2013-01-01,published,B41P,"INDEXING SCHEME RELATING TO PRINTING, LINING MACHINES, TYPEWRITERS, AND TO STAMPS",cpc-scheme-B41P.xml,false
false,true,5,false,B42B,2018-08-01,published,B42B,"PERMANENTLY ATTACHING TOGETHER SHEETS, QUIRES OR SIGNATURES OR PERMANENTLY ATTACHING OBJECTS THERETO ",cpc-scheme-B42B.xml,true
false,true,5,false,B42C,2018-08-01,published,B42C,BOOKBINDING ,cpc-scheme-B42C.xml,true
false,true,5,false,B42D,2018-08-01,published,B42D,BOOKS;BOOK COVERS;LOOSE LEAVES;PRINTED MATTER CHARACTERISED BY IDENTIFICATION OR SECURITY FEATURES; PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR;DEVICES FOR USE THEREWITH AND NOT OTHERWISE PROVIDED FOR;MOVABLE-STRIP WRITING OR READING APPARATUS,cpc-scheme-B42D.xml,true
false,true,5,false,B42F,2018-08-01,published,B42F,SHEETS TEMPORARILY ATTACHED TOGETHER;FILING APPLIANCES;FILE CARDS;INDEXING ,cpc-scheme-B42F.xml,true
false,true,5,false,B42P,2013-01-01,published,B42P,"INDEXING SCHEME RELATING TO BOOKS, FILING APPLIANCES OR THE LIKE",cpc-scheme-B42P.xml,false
false,true,5,false,B43K,2018-08-01,published,B43K,IMPLEMENTS FOR WRITING OR DRAWING ,cpc-scheme-B43K.xml,true
false,true,5,false,B43L,2013-01-01,published,B43L,ARTICLES FOR WRITING OR DRAWING UPON; ; ACCESSORIES FOR WRITING OR DRAWING ,cpc-scheme-B43L.xml,true
false,true,5,false,B43M,2018-08-01,published,B43M,BUREAU ACCESSORIES NOT OTHERWISE PROVIDED FOR ,cpc-scheme-B43M.xml,true
false,true,5,false,B44B,2018-08-01,published,B44B,"MACHINES, APPARATUS OR TOOLS FOR ARTISTIC WORK, e.g. FOR SCULPTURING, GUILLOCHING, CARVING, BRANDING, INLAYING ",cpc-scheme-B44B.xml,true
false,true,5,false,B44C,2018-08-01,published,B44C,PRODUCING DECORATIVE EFFECTS ;MOSAICS;TARSIA WORK ;PAPERHANGING ,cpc-scheme-B44C.xml,true
false,true,5,false,B44D,2018-08-01,published,B44D,"PAINTING OR ARTISTIC DRAWING, NOT OTHERWISE PROVIDED FOR;PRESERVING PAINTINGS;SURFACE TREATMENT TO OBTAIN SPECIAL ARTISTIC SURFACE EFFECTS OR FINISHES ",cpc-scheme-B44D.xml,true
false,true,5,false,B44F,2018-08-01,published,B44F,SPECIAL DESIGNS OR PICTURES,cpc-scheme-B44F.xml,true
false,true,5,false,B60B,2018-08-01,published,B60B,VEHICLE WHEELS ;CASTORS;AXLES FOR WHEELS OR CASTORS;INCREASING WHEEL ADHESION,cpc-scheme-B60B.xml,true
false,true,5,false,B60C,2021-08-01,published,B60C,VEHICLE TYRES;TYRE INFLATION;TYRE CHANGING;CONNECTING VALVES TO INFLATABLE ELASTIC BODIES IN GENERAL;DEVICES OR ARRANGEMENTS RELATED TO TYRES,cpc-scheme-B60C.xml,true
false,true,5,false,B60D,2018-08-01,published,B60D,VEHICLE CONNECTIONS ,cpc-scheme-B60D.xml,true
false,true,5,false,B60F,2018-08-01,published,B60F,VEHICLES FOR USE BOTH ON RAIL AND ON ROAD;AMPHIBIOUS OR LIKE VEHICLES;CONVERTIBLE VEHICLES ,cpc-scheme-B60F.xml,true
false,true,5,false,B60G,2021-08-01,published,B60G,VEHICLE SUSPENSION ARRANGEMENTS ,cpc-scheme-B60G.xml,true
false,true,5,false,B60H,2021-01-01,published,B60H,"ARRANGEMENTS OF HEATING, COOLING, VENTILATING OR OTHER AIR-TREATING DEVICES SPECIALLY ADAPTED FOR PASSENGER OR GOODS SPACES OF VEHICLES",cpc-scheme-B60H.xml,true
false,true,5,false,B60J,2018-08-01,published,B60J,"WINDOWS, WINDSCREENS, NON-FIXED ROOFS, DOORS, OR SIMILAR DEVICES FOR VEHICLES;REMOVABLE EXTERNAL PROTECTIVE COVERINGS SPECIALLY ADAPTED FOR VEHICLES ",cpc-scheme-B60J.xml,true
false,true,5,false,B60K,2018-08-01,published,B60K,"ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES;ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS IN VEHICLES;AUXILIARY DRIVES FOR VEHICLES;INSTRUMENTATION OR DASHBOARDS FOR VEHICLES;ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST OR FUEL SUPPLY OF PROPULSION UNITS IN VEHICLES",cpc-scheme-B60K.xml,true
false,true,5,false,B60L,2019-02-01,published,B60L,PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES ;SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES ;ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL ;MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES;MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES;ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES,cpc-scheme-B60L.xml,true
false,true,5,false,B60M,2018-08-01,published,B60M,"POWER SUPPLY LINES, AND DEVICES ALONG RAILS, FOR ELECTRICALLY- PROPELLED VEHICLES ",cpc-scheme-B60M.xml,true
false,true,5,false,B60N,2023-08-01,published,B60N,SEATS SPECIALLY ADAPTED FOR VEHICLES;VEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR,cpc-scheme-B60N.xml,true
false,true,5,false,B60P,2018-08-01,published,B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS ",cpc-scheme-B60P.xml,true
false,true,5,false,B60Q,2022-05-01,published,B60Q,"ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES, THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR, FOR VEHICLES IN GENERAL",cpc-scheme-B60Q.xml,true
false,true,5,false,B60R,2018-08-01,published,B60R,"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR",cpc-scheme-B60R.xml,true
false,true,5,false,B60S,2018-08-01,published,B60S,"SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR",cpc-scheme-B60S.xml,false
false,true,5,false,B60T,2018-08-01,published,B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF;BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ;ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL;PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES;VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",cpc-scheme-B60T.xml,true
false,true,5,false,B60V,2018-08-01,published,B60V,AIR-CUSHION VEHICLES,cpc-scheme-B60V.xml,true
false,true,5,false,B60W,2021-08-01,published,B60W,CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION;CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES;ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT,cpc-scheme-B60W.xml,true
false,true,5,false,B60Y,2013-01-01,published,B60Y,INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY,cpc-scheme-B60Y.xml,false
false,true,5,false,B61B,2018-08-01,published,B61B,RAILWAY SYSTEMS;EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR ,cpc-scheme-B61B.xml,true
false,true,5,false,B61C,2018-08-01,published,B61C,LOCOMOTIVES;MOTOR RAILCARS ,cpc-scheme-B61C.xml,true
false,true,5,false,B61D,2018-08-01,published,B61D,BODY DETAILS OR KINDS OF RAILWAY VEHICLES ,cpc-scheme-B61D.xml,true
false,true,5,false,B61F,2018-08-01,published,B61F,"RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES OR ARRANGEMENTS OF WHEEL AXLES;RAIL VEHICLES FOR USE ON TRACKS OF DIFFERENT WIDTH;PREVENTING DERAILING OF RAIL VEHICLES;WHEEL GUARDS, OBSTRUCTION REMOVERS OR THE LIKE FOR RAIL VEHICLES ",cpc-scheme-B61F.xml,true
false,true,5,false,B61G,2018-08-01,published,B61G,COUPLINGS;DRAUGHT AND BUFFING APPLIANCES ,cpc-scheme-B61G.xml,true
false,true,5,false,B61H,2021-01-01,published,B61H,BRAKES OR OTHER RETARDING DEVICES SPECIALLY ADAPTED FOR RAIL VEHICLES;ARRANGEMENT OR DISPOSITION THEREOF IN RAIL VEHICLES ,cpc-scheme-B61H.xml,true
false,true,5,false,B61J,2018-08-01,published,B61J,SHIFTING OR SHUNTING OF RAIL VEHICLES ,cpc-scheme-B61J.xml,true
false,true,5,false,B61K,2021-01-01,published,B61K,"AUXILIARY EQUIPMENT SPECIALLY ADAPTED FOR RAILWAYS, NOT OTHERWISE PROVIDED FOR ",cpc-scheme-B61K.xml,true
false,true,5,false,B61L,2024-01-01,published,B61L,GUIDING RAILWAY TRAFFIC;ENSURING THE SAFETY OF RAILWAY TRAFFIC ,cpc-scheme-B61L.xml,true
false,true,5,false,B62B,2020-02-01,published,B62B,"HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS;SLEDGES ",cpc-scheme-B62B.xml,true
false,true,5,false,B62C,2018-08-01,published,B62C,VEHICLES DRAWN BY ANIMALS,cpc-scheme-B62C.xml,true
false,true,5,false,B62D,2019-08-01,published,B62D,MOTOR VEHICLES;TRAILERS ,cpc-scheme-B62D.xml,true
false,true,5,false,B62H,2020-02-01,published,B62H,CYCLE STANDS;SUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLES;APPLIANCES PREVENTING OR INDICATING UNAUTHORIZED USE OR THEFT OF CYCLES;LOCKS INTEGRAL WITH CYCLES;DEVICES FOR LEARNING TO RIDE CYCLES,cpc-scheme-B62H.xml,true
false,true,5,false,B62J,2020-02-01,published,B62J,"CYCLE SADDLES OR SEATS;AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR, e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS",cpc-scheme-B62J.xml,true
false,true,5,false,B62K,2020-02-01,published,B62K,"CYCLES;CYCLE FRAMES;CYCLE STEERING DEVICES;RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES;CYCLE AXLE SUSPENSIONS;CYCLE SIDE-CARS, FORECARS, OR THE LIKE",cpc-scheme-B62K.xml,true
false,true,5,false,B62L,2018-08-01,published,B62L,BRAKES SPECIALLY ADAPTED FOR CYCLES ,cpc-scheme-B62L.xml,true
false,true,5,false,B62M,2018-08-01,published,B62M,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES;POWERED PROPULSION OF SLEDGES OR ; CYCLES;TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES ,cpc-scheme-B62M.xml,true
false,true,5,false,B63B,2021-08-01,published,B63B,SHIPS OR OTHER WATERBORNE VESSELS;EQUIPMENT FOR SHIPPING  ,cpc-scheme-B63B.xml,true
false,true,5,false,B63C,2021-08-01,published,B63C,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS;LIFE-SAVING IN WATER;EQUIPMENT FOR DWELLING OR WORKING UNDER WATER;MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS ",cpc-scheme-B63C.xml,true
false,true,5,false,B63G,2021-08-01,published,B63G,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS;MINE-LAYING;MINE-SWEEPING;SUBMARINES;AIRCRAFT CARRIERS ,cpc-scheme-B63G.xml,true
false,true,5,false,B63H,2021-08-01,published,B63H,MARINE PROPULSION OR STEERING ,cpc-scheme-B63H.xml,true
false,true,5,false,B63J,2021-08-01,published,B63J,AUXILIARIES ON VESSELS,cpc-scheme-B63J.xml,true
false,true,5,false,B64B,2018-08-01,published,B64B,LIGHTER-THAN AIR AIRCRAFT,cpc-scheme-B64B.xml,true
false,true,5,false,B64C,2023-01-01,published,B64C,AEROPLANES;HELICOPTERS,cpc-scheme-B64C.xml,true
false,true,5,false,B64D,2024-01-01,published,B64D,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT;FLIGHT SUITS;PARACHUTES;ARRANGEMENT OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT,cpc-scheme-B64D.xml,true
false,true,5,false,B64F,2024-08-01,published,B64F,"GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT;DESIGNING, MANUFACTURING, ASSEMBLING, CLEANING, MAINTAINING OR REPAIRING AIRCRAFT, NOT OTHERWISE PROVIDED FOR;HANDLING, TRANSPORTING, TESTING OR INSPECTING AIRCRAFT COMPONENTS, NOT OTHERWISE PROVIDED FOR",cpc-scheme-B64F.xml,true
false,true,5,false,B64G,2024-01-01,published,B64G,COSMONAUTICS;VEHICLES OR EQUIPMENT THEREFOR,cpc-scheme-B64G.xml,true
false,true,5,false,B64U,2023-01-01,published,B64U,UNMANNED AERIAL VEHICLES [UAV];EQUIPMENT THEREFOR,cpc-scheme-B64U.xml,true
false,true,5,false,B65B,2018-08-01,published,B65B,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS;UNPACKING ",cpc-scheme-B65B.xml,true
false,true,5,false,B65C,2018-08-01,published,B65C,"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES ",cpc-scheme-B65C.xml,true
false,true,5,false,B65D,2024-01-01,published,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS;ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR;PACKAGING ELEMENTS;PACKAGES",cpc-scheme-B65D.xml,true
false,true,5,false,B65F,2018-08-01,published,B65F,GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE ,cpc-scheme-B65F.xml,true
false,true,5,false,B65G,2019-08-01,published,B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYORS FOR LOADING OR TIPPING, SHOP CONVEYOR SYSTEMS OR PNEUMATIC TUBE CONVEYORS ",cpc-scheme-B65G.xml,true
false,true,5,false,B65H,2024-01-01,published,B65H,"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES",cpc-scheme-B65H.xml,true
false,true,5,false,B66B,2018-08-01,published,B66B,ELEVATORS;ESCALATORS OR MOVING WALKWAYS ,cpc-scheme-B66B.xml,true
false,true,5,false,B66C,2018-08-01,published,B66C,"CRANES;LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES, CAPSTANS, WINCHES, OR TACKLES ",cpc-scheme-B66C.xml,true
false,true,5,false,B66D,2022-08-01,published,B66D,"CAPSTANS;WINCHES;TACKLES, e.g. PULLEY BLOCKS;HOISTS ",cpc-scheme-B66D.xml,true
false,true,5,false,B66F,2023-08-01,published,B66F,"HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD ",cpc-scheme-B66F.xml,true
false,true,5,false,B67B,2018-08-01,published,B67B,"APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS;OPENING CLOSED CONTAINERS ",cpc-scheme-B67B.xml,true
false,true,5,false,B67C,2018-08-01,published,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR;FUNNELS",cpc-scheme-B67C.xml,true
false,true,5,false,B67D,2018-08-01,published,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",cpc-scheme-B67D.xml,true
false,true,5,false,B68B,2018-08-01,published,B68B,HARNESS;DEVICES USED IN CONNECTION THEREWITH;WHIPS OR THE LIKE,cpc-scheme-B68B.xml,true
false,true,5,false,B68C,2018-08-01,published,B68C,SADDLES;STIRRUPS,cpc-scheme-B68C.xml,true
false,true,5,false,B68F,2018-08-01,published,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",cpc-scheme-B68F.xml,true
false,true,5,false,B68G,2018-08-01,published,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING;UPHOLSTERY NOT OTHERWISE PROVIDED FOR",cpc-scheme-B68G.xml,true
false,true,5,false,B81B,2023-08-01,published,B81B,"MICROSTRUCTURAL DEVICES OR SYSTEMS, e.g. MICROMECHANICAL DEVICES ",cpc-scheme-B81B.xml,true
false,true,5,false,B81C,2023-08-01,published,B81C,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS ,cpc-scheme-B81C.xml,true
false,true,5,false,B82B,2017-08-01,published,B82B,"NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS;MANUFACTURE OR TREATMENT THEREOF",cpc-scheme-B82B.xml,true
false,true,5,false,B82Y,2021-01-01,published,B82Y,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES;MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES;MANUFACTURE OR TREATMENT OF NANOSTRUCTURES,cpc-scheme-B82Y.xml,true
false,true,5,false,B99Z,2019-05-01,published,B99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,cpc-scheme-B99Z.xml,false
